Question,Predicted_Label
안녕?,2
날씨,2
오늘의 날씨는?,2
대체 음란찜이 뭐야?,2
오늘 냉장고에 뭐가 있을가,2
안녕?,2
안녕,2
안녕,2
너 뭐 할수있어?,2
오늘은 돼지고기 많이 썰어 넣은 얼큰한 김치찌개가 먹고 싶어,2
응 그래,0,응답자미미소국을 만들기 위해 필요한 재료입니다: ['불린미역 200g'  '오이 1/2개'  '물 10컵'  '대파 1/2뿌리'  '홍고추 1개'  '멸치액젓 2큰술'  '다진마늘 1큰술'  '소금 약간'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 미역은 물에 담가 충분히 불리고  손으로 비벼 깨끗이 씻어 물기를 뺀 후 먹기 좋은 크기로 썬다 '  'Step 2: 오이는 소금물에 비벼 씻은 후 가늘게 채썰어 찬물에 담가 건진다 '  'Step 3: 대파는 흰부분만 4cm 길이로 채썰고  홍고추는 어슷썬다 '  'Step 4: 냄비에 참기름을 두르고 미역과 오이  대파를 볶다가 물을 붓고 끓인다 '  'Step 5: 국물이 끓으면 4의 썰어 놓은 미역을 넣고 액젓  대파채  홍고추  다진 마늘  소금  참기름을 넣어 간을 맞춘다 ']
김치라면 하는 법,0,김치메밀묵장국을 만들기 위해 필요한 재료입니다: ['메밀묵 1모'  '김치 200g'  '쇠고기(갈은것) 80g'  '계란 1개'  '김 1장'  '멸치(국물) 4컵'  '대파 1뿌리'  '다진마늘 1큰술'  '소금 약간'  '간장 약간'  '참기름 약간'  '깨소금 약간'  '설탕 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 메밀묵은 모양이 망가지지 않도록 길게 채썰어 놓는다 '  'Step 2: 고명으로 얹을 쇠고기는 간장  파  마늘  후추  깨소금  설탕으로 심심하게 간을 한다 '  'Step 3: 김치는 속을 털어내고 잘게 채썰어 참기름 깨소금으로 양념한다 '  'Step 4: 계란은 얇게 지단을 부쳐 채썰고  김은 살짝 구워 손으로 부수어 놓는다 '  'Step 5: 멸치로 장국을 우려낸 후 간장으로 색깔을 내고 소금으로 간을 맞춘다 '  'Step 6: 오목한 그릇에 메밀묵을 담고 고명을 얹은 다음 장국을 붓고 양념장을 곁들인다 ']
고수 빠에야 ,1,재료가 가장 많이 포함된 요리: 매운바지락볶음  고수 페스토 크림파스타   파인애플 오이 샐러드
고수 파스타면 새우 생크림 ,1,모든 재료가 포함된 요리: 고수 페스토 크림파스타   새우 오일 파스타
고수 페스토 크림파스타,1,모든 재료가 포함된 요리: 고수 페스토 크림파스타   가위면
고수페스토크림파스타 레시피 알려줘,1,재료가 가장 많이 포함된 요리: 고수 페스토 크림파스타   파인애플탕수육
크림파스타 레시피 알려줘,1,재료가 가장 많이 포함된 요리: 딸기 크림치즈 오픈 토스트  사천식 고추 새우 덮밥
크림 파스타 어떻게 만들어?,1,모든 재료가 포함된 요리: 딸기 크림치즈 오픈 토스트  크림 연어구이
크림 파스타,1,모든 재료가 포함된 요리: 딸기 크림치즈 오픈 토스트  크림 연어구이  구운 고깔양배추 샐러드
파스타 크림,1,모든 재료가 포함된 요리: 까르보나라  포도피자  양파수프
크림파스타,1,모든 재료가 포함된 요리: 딸기 크림치즈 오픈 토스트  크림 연어구이
매운 파스타,0,매운 파스타를 만들기 위해 필요한 재료입니다: ['파스타 면 180g'  '양파 1⁄4개'  '마늘 3쪽'  '베이컨 4장'  '생강 1쪽'  '치킨스톡 2/3큐브'  '면수 1컵'  '소금 약간'  '후춧가루 약간'  '올리브오일 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 양파는 채를 썰어주세요  마늘은 편 썰어주세요  베이컨은 1cm 길이로 썰어주세요  '  'Step 2: 끓는 물에 파스타면을 넣고 9분 정도 삶아주세요  면수는 1컵 정도 덜어주세요 '  'Step 3: 팬에 올리브오일을 두르고 마늘과 양파를 넣고 10분 정도 볶아주세요 '  'Step 4: 양파가 익으면 삶은 면과 면수  치킨스톡을 넣고 3분 정도 볶아주세요  소금  후춧가루를 넣어 간을 해주세요  (tip  부족한 간은 소금으로 해주세요) '  'Step 5: 그릇에 파스타를 담고  구운 면과 면수  치킨스톡을 올려 완성해주세요   (tip  기호에 따라 파마산 치즈 등을 뿌려도 좋아요)']
곶감 뇨키 ,1,재료가 가장 많이 포함된 요리: 딸기 크림치즈 오픈 토스트  해물 볶음 짬뽕
버섯 리조또,0,버섯 리조또를 만들기 위해 필요한 재료입니다: ['현미밥 1+1⁄2공기\xa0(350g)'  '채수 500mL'  '표고버섯 8개'  '화이트와인 (생략 가능) 1⁄2컵'  '두유 1⁄2컵\xa0'  '트러플 오일 (생략 가능) 1작은술'  '다진 파슬리 약간 '  '식용유 적당량'  '소금 약간 '  '후춧가루 약간 '] 조리 과정은 다음과 같습니다: ['Step 1: 버섯은 밑동을 자르고 채를 썰어 주세요  기둥은 결대로 찢어주세요 '  'Step 2: 팬에 기름을 두르고 버섯과 소금  후춧가루를 넣어 노릇해질 때까지 볶아주세요   (tip  볶은 버섯은 고명으로 사용할 만큼 덜어주세요)'  'Step 3: 볶은 버섯에 현미밥을 넣고 고루 섞어주세요  화이트와인을 넣어 알콜이 날아가도록 볶아주세요 '  'Step 4: 채수 절반을 부어 뚜껑을 닫고 중약불에서 10분간 끓여 주세요  채수가 반 정도 졸아들면 남은 채수를 넣고 주걱으로 저어가며 현미를 익혀주세요 '  'Step 5: 두유를 넣고 약불에서 잘 섞어주세요  되직한 농도가 되면 불을 꺼주세요 '  'Step 6: 완성된 리조또를 그릇에 담고 구운 버섯과 다진 파슬리  트러플 오일을 뿌려 맛있게 즐겨주세요 ']
발사믹 양파 구이 ,1,모든 재료가 포함된 요리: 두부가츠샌드위치   두부가츠샌드위치   무화과베이컨말이구이
"양파, 올리브 간장 버터",1,모든 재료가 포함된 요리: 올리브오븐구이  토마토치킨스튜  목살스테이크
올리브오븐구이,1,재료가 가장 많이 포함된 요리: 올리브오븐구이  소시지 토마토 스튜
올리브 오븐구이,1,재료가 가장 많이 포함된 요리: 올리브오븐구이  소시지 토마토 스튜
올리브오븐구이 레시피,1,재료가 가장 많이 포함된 요리: 올리브오븐구이
올리브 오븐 구이 어떻게하냐고!,1,모든 재료가 포함된 요리: 올리브오븐구이  소시지 토마토 스튜
하..,2,"챗봇: 요리명 기반, 혹은 재료명 기반으로 질문을 해주세요. 그 외 질문은 처리할 수 없습니다.."
올리브오븐구이 하는법,1,재료가 가장 많이 포함된 요리: 올리브오븐구이
부라타셀러드,1,모든 재료가 포함된 요리: 카프레제샐러드  부라타샐러드
슈니첼,1,재료가 들어간 요리 중에서 추천할 만한 것이 있나요 <unused1><sys> 재료가 가장 많이 포함된 요리: 딸기롤프렌치토스트  소시지 토마토 스튜
미국 피칸 페스토,0,미국 피칸 페스토 파스타를 만들기 위해 필요한 재료입니다: ['파스타면 200g'  '소금 '  '후추 '  '미국 피칸 50g'  '브라운 양송이 (양송이로 대체 가능) 4~5개 (40g)'  '로즈마리 10g'  '파마산치즈 40g'  '소금 1작은술 '  '마늘 1쪽'  '올리브오일 2컵'] 조리 과정은 다음과 같습니다: ['Step 1: 끓는 물에 미국 피칸을 넣고 30초간 데친 후 물기를 제거해 주세요 '  'Step 2: 버섯을 채썰어 준비해 주세요 '  'Step 3: 달군 팬에 올리브오일을 1작은술 두르고 데친 피칸을 볶아주세요 '  'Step 4: 피칸을 접시에 덜어 두고  썰어둔 버섯을 넣고 볶아주세요 '  'Step 5: 볶은 피칸과 버섯은 고명으로 쓸만큼 덜어두고  블렌더에 피칸과 버섯  마늘  파마산치즈  올리브오일  로즈마리  소금을 넣고 갈아 페스토를 완성해 주세요  '  'Step 6: 끓는물에 소금 1큰술과 올리브오일 1큰술을 넣고 8~10분 정도 면을 삶아주세요 '  'Step 7: 삶은 면은 채반에 받쳐 물기를 빼 주세요 '  'Step 8: 팬에 만들어둔 페스토와 면을 넣고 면수 1국자를 부어 잘 섞어 주세요 '  'Step 9: 볶아둔 미국 피칸과 버섯을 넣어 로즈마리잎을 올려 완성해 주세요 ']
셀러리 대파 청양고추,1,모든 재료가 포함된 요리: 팔라펠랩  사과코울슬로  팔라펠랩
팔라펠랩 하는법,0,팔라펠랩을 만들기 위해 필요한 재료입니다: ['토르티야 5장'  '양상추 1줌'  '양파 1/4개'  '토마토 1/2개'  '머스타드 약간'  '그릭요거트 1컵'  '레몬즙 2큰술'  '다진 파슬리 1작은술'  '다진 피클 1작은술'  '꿀 1작은술'  '소금 약간'  '불린 병아리콩 2컵'  '다진 양파 3큰술'  '다진 마늘 1/2큰술'  '다진 파슬리잎 1큰술'  '다진 셀러리잎 1큰술'  '소금 1/2큰술'  '달걀 1개'  '빵가루 1컵'  '올리브오일 1 1⁄2큰술'  '베이킹소다 1/4작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 불린 병아리콩 2배의 물을 붓고 소금을 넣어 30분간 삶아주세요  (병아리콩은 4시간 이상 물에 불려 찬물에 담근 후 손으로 비벼 껍질을 제거합니다 )  병아리콩  다진 마늘  양파  파슬리잎  셀러리잎  소금을 넣고 씹는 맛이 있을 정도로 듬성듬성하게 갈아주세요  달걀  빵가루  올리브 오일  베이킹소다를 넣어 반죽해주세요 '  'Step 2: 병아리콩  다진 마늘  양파  파슬리잎  셀러리잎  소금을 넣고 씹는 맛이 있을 정도로 듬성듬성하게 갈아주세요  달걀  빵가루  올리브 오일  베이킹소다를 넣어 반죽하고  조금씩 떼어 동그랗게 모양을 만들어주세요 '  'Step 3: 냄비에 팔라펠이 잠길 정도로 기름을 넉넉히 담은 후 160~170도로 기름 온도를 올리고 반죽을 넣어 5~7분간 속까지 익을 정도로 충분히 튀겨주세요 '  'Step 4: 토르티야는 달군 팬에 올려 앞뒤로 부드럽게 구워주세요  양상추  양파  토마토  팔라펠을 올리고 머스타드와 요거트소스를 바른 후 말아주세요 '  'Step 5: 완성된 요리를 그릇에 담아 마무리해주세요 ']
"토마토, 양파, 양상추로 할 수 있는 음식",0,토마토 팍시를 만들기 위해 필요한 재료입니다: ['토마토 4개'  '양상추 1/2통'  '토마토소스 2컵'  '다진마늘 1큰술'  '다진생강 1작은술'  '소금 약간'  '후춧가루 약간'  '다진 쇠고기 200g'  '빵가루 1컵'  '파마산 치즈가루 2큰술'  '모차렐라치즈 1/2컵'  '올리브유 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 양상추는 쌈으로 먹기 좋게 가위로 가장자리를 둥글게 다듬어주세요  토마토는 꼭지를 떼어내고 4등분으로 잘라주세요  양파는 채썰고  쪽파는 4등분으로 잘라주세요 '  'Step 2: 달군 팬에 오일을 두른 후 다진 마늘  다진 생강  소금  후춧가루를 뿌려 마늘 향이 나도록 볶아주세요  다진 쇠고기를 볶을 때 토마토소스를 넣어 함께 볶아주세요 '  'Step 3: 속을 파낸 토마토소스에 다진 양파를 넣어 1~2분간 볶다가 다진 양파와 토마토소스를 넣어 1~2분간 더 볶아주세요   (tip  부족한 간은 소금으로 해주세요) '  'Step 4: 모차렐라치즈를 뿌린 후  한입 크기로 자른 토마토소스를 부어주세요 '  'Step 5: 토마토소스에 삶은 토마토소스를 붓고  기호에 따라 파마산 치즈 가루  파슬리  후춧가루를 뿌려 완성해주세요 ']
양상추로 할수 있는 음식들 ,1,재료가 가장 많이 포함된 요리: 양상추돼지고기쌈  사천식 차돌박이 탕수자육편
사천식 탕수육 레시피 알려줘,0,사천식 탕수육을 만들기 위해 필요한 재료입니다: ['돼지고기안심 200g'  '식용유 2큰술'  '다진파 1큰술'  '다진마늘 1/2큰술'  '치킨파우더 1작은술'  '소금 약간'  '후춧가루 약간'  '식초 1큰술'  '간장 2큰술'  '설탕 3큰술'  '맛술 2큰술'  '참기름 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 돼지고기 안심은 한 입 크기로 썰어 소금  후춧가루로 밑간한다 '  'Step 2: 돼지고기는 마리네이드하여 잘 버무린다 '  'Step 3: 파와 마늘은 곱게 다지고  분량의 재료를 섞어 소스를 만든다 '  'Step 4: 프라이팬에 기름을 두르고 다진 마늘을 볶다가 간장으로 색을 낸다 '  'Step 5: 돼지고기를 볶다가 간장  설탕  맛술  후춧가루로 간을 한다 '  'Step 6: 접시에 탕수육을 담고 볶은 쌈채소와 순서 3의 소스를 곁들인다 ']
중식중에 아무거나 추천해줘,3,"어향육슬덮밥, 어향육슬덮밥, 어향육슬덮밥은(는) 어떠세요? 
궁금하시면 음식의 재료나 레시피도 알려드릴게요"
어향육슬덮밥,0,어향육슬덮밥을 만들기 위해 필요한 재료입니다: ['돼지고기잡채용300g'  '청고추3개'  '홍고추1개'  '양파12개'  '당근14개'  '표고버섯2개'  '대파14개'  '실파2줄기'  '밥2공기'  '치킨육수또는\xa0물1컵'  '참기름12큰술'  '소금약간'  '통깨약간'  '식용유1큰술'  '고추기름2큰술'  '달걀 흰자1개'  '간장1작은술'  '다진마늘1작은술'  '전분가루1작은술'  '두반장112큰술'  '굴소스1큰술'  '맛술1큰술'  '간장12큰술'  '설탕12큰술'  '다진 마늘12큰술'  '생강가루약간'  '후춧가루약간'  '전분가루1큰술'  '물2큰술'] 조리 과정은 다음과 같습니다: ['Step 1: 돼지고기에 고기 양념 재료를 넣어 10분간 밑간해주세요  볼에 어향 소스 재료를 모두 넣어 섞어주세요 '  'Step 2: 청고추와 당근  홍고추  양파  표고버섯  대파는 채를 썰고  실파는 송송 썰어주세요  볼에 전분물 재료를 넣고 섞어주세요 '  'Step 3: 달군 팬에 식용유와 고추기름을 두르고 대파를 넣어 볶다가 향이 올라오면 돼지고기를 넣어 볶아주세요 '  'Step 4: 돼지고기가 반쯤 익으면 양파와 당근  표고버섯  어향 소스를 넣어 볶다가 치킨육수를 넣고 3분 정도 끓여주세요 '  'Step 5: 마지막에 청고추와 홍고추  전분물을 넣고 섞어준 후 참기름을 넣고 불을 꺼주세요 기호에 따라 소금을 가감해서 간을 맞춰주세요 '  'Step 6: 접시에 밥을 담고 야채와 볶은고기를 얹은 후 송송 썬 실파와 통깨를 뿌려주세요 ']
소고기가 들어가는 음식 추천해줘,0,소고기 갈비를 만들기 위해 필요한 재료입니다: ['소고기 갈비: 1 4kg'  '무: 1/4개'  '새송이버섯: 2개'  '청양고추: 2개'  '홍고추: 1개'  '대파: 1대'  '양파: 1개'  '대추: 5개'  '진간장: 1컵'  '갈은 배: 1컵(배1/2개)'  '흑설탕: 4큰술'  '맛술: 4큰술'  '올리고당: 3큰술'  '다진 파: 2큰술'  '다진 마늘: 2큰술'  '생강즙: 2큰술'  '후춧가루: 약간'  '참기름: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 갈비는 1시간 정도 찬물에 담가 핏물을 빼주세요  끓는 물에 6분 정도 데친 후 찬물에 헹궈 불순물과 지방을 제거해 주세요  (tip  갈비의 뼈 부분에서 핏물이 나오지 않을 때까지 데쳐주세요) (tip  갈비의 결 반대 방향으로 칼집을 넣게 되면 더욱 부드럽게 익힐 수 있어요)'  'Step 2: 볼에 양념장 재료를 넣어 섞어주세요 '  'Step 3: 무는 한입 크기로 자른 후 모서리를 둥글게 다듬어 주세요  (tip  모서리를 다듬으면 부서지지 않아 국물이 깔끔할 수 있어요)'  'Step 4: 양파와 대파는 먹기 좋은 크기로 잘라주세요  홍고추와 청양고추는 꼭지를 뗀 후 길게 썰고 새송이버섯은 밑동을 자른 후 모양을 살려 슬라이스해주세요  (tip  청양고추는 느끼한 맛과 잡내를 잡아주는 역할을 해요)'  'Step 5: 냄비에 갈비와 양념장  물 800ml  양파  무를 넣어 40분 정도 삶아주세요  (tip  국물의 깔끔함을 위해서 뜨는 기름은 걷어내 주세요)'  'Step 6: 나머지 야채를 넣고 20분 정도 끓인 후 참기름을 뿌려 마무리해주세요 ']
"소고기, 갈비, 양파가 들어가는 음식 추천해줘",0,소고기 갈비찜을 만들기 위해 필요한 재료입니다: ['소고기 갈비: 1 4kg'  '무: 1/4개'  '새송이버섯: 2개'  '청양고추: 2개'  '홍고추: 1개'  '대파: 1대'  '양파: 1개'  '대추: 5개'  '진간장: 1컵'  '갈은 배: 1컵(배1/2개)'  '흑설탕: 4큰술'  '맛술: 4큰술'  '올리고당: 3큰술'  '다진 파: 2큰술'  '다진 마늘: 2큰술'  '생강즙: 2큰술'  '후춧가루: 약간'  '참기름: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 갈비는 1시간 정도 찬물에 담가 핏물을 빼주세요  끓는 물에 6분 정도 데친 후 찬물에 헹궈 불순물과 지방을 제거해 주세요  (tip  갈비의 뼈 부분에서 핏물이 나오지 않을 때까지 데쳐주세요) (tip  갈비의 결 반대 방향으로 칼집을 넣게 되면 더욱 부드럽게 익힐 수 있어요)'  'Step 2: 볼에 양념장 재료를 넣어 섞어주세요 '  'Step 3: 무는 한입 크기로 자른 후 모서리를 둥글게 다듬어 주세요  (tip  모서리를 다듬으면 부서지지 않아 국물이 깔끔할 수 있어요)'  'Step 4: 양파와 대파는 먹기 좋은 크기로 잘라주세요  홍고추와 청양고추는 꼭지를 뗀 후 길게 썰고 새송이버섯은 밑동을 자른 후 모양을 살려 슬라이스해주세요  (tip  청양고추는 느끼한 맛과 잡내를 잡아주는 역할을 해요)'  'Step 5: 냄비에 갈비와 양념장  물 800ml  양파  무를 넣어 40분 정도 삶아주세요  (tip  국물의 깔끔함을 위해서 뜨는 기름은 걷어내 주세요)'  'Step 6: 나머지 야채를 넣고 20분 정도 끓인 후 참기름을 뿌려 마무리해주세요 ']
"채소, 냄비, 야채, 소고기",0,채소와 버섯을 만들기 위해 필요한 재료입니다: ['표고버섯(말린것) 3개'  '새송이 2개'  '청경채 1송이'  '토마토 1개'  '홍고추(마른것) 1개'  '다시마(10cm x 10cm) 1장'  '녹말가루 2큰술'  '간장 1큰술'  '참기름 약간'  '식용유 약간'  '설탕 약간'  '소금 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 표고를 불리고 불린 물에 다시마를 넣어 따로 보관한다 '  'Step 2: 청경채는 설탕 1작은술  소금 1작은술  식용유 1작은술을 넣고 뿌리쪽부터 데친 다음 펼쳐서 식힌다 '  'Step 3: 토마토는 데쳐 껍질을 벗기고 6~8등분 한다 '  'Step 4: 새송이는 도톰하게 편 썬다 '  'Step 5: 표고는 반으로 잘라서 준비한다 '  'Step 6: 팬을 달구어 식용유를 놓고 말린 홍고추와 생강을 넣고 향을 낸 후 버섯을 볶는다 '  'Step 7: 간장과 버섯 우린 물 1컵  설탕을 넣는다 '  'Step 8: 약불에서 물이 절반 정도로 졸면 소금으로 간을 맞추고 전분을 물에 풀어서 농도를 낸다 '  'Step 9: 참기름을 넣어 마무리한다 ']
"쇠족, 새우젓, 무, 굴 ",0,쇠족발을 만들기 위해 필요한 재료입니다: ['쇠족발 200g'  '새우젓 2큰술'  '표고버섯 6장'  '팽이버섯 1/2봉지'  '청고추 2개'  '홍고추 1개'  '대파 1/2뿌리'  '물 3컵'  '소금 약간'  '깨소금 약간'  '참기름 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 쇠족은 솔로 깨끗이 문질러 씻어 물에 담가 피를 뺀 다음 끓는 물에 한소끔 끓여낸 후 다시 깨끗이 씻는다 '  'Step 2: 새우는 등쪽의 내장을 꼬치로 빼고 엷은 소금물에 씻는다 '  'Step 3: 표고버섯  팽이버섯  청고추  홍고추는 어슷하게 썰고  파은 4cm 길이로 썰어 놓는다 '  'Step 4: 국물은 깨끗이 씻어 건져 놓는다 '  'Step 5: 새우젓은 잡티를 골라 새우젓 건더기만 건져내어 도마 위에 놓고 곱게 다져 놓는다 '  'Step 6: 냄비에 물 3컵을 붓고 다시 한소끔 끓인 후 무와 새우를 넣어 다시 한번 끓인다 '  'Step 7: 6번 국물이 끓어 오르면 불려놓은 생강을 넣고 새우젓이 푹 익을 때까지 끓인 후 소금으로 간을 한다 '  'Step 8: 국물이 졸아들면 6번을 한소끔 끓인 후 깨소금을 뿌린다 ']
족편 만드는 법,0,족편을 만들기 위해 필요한 재료입니다: ['쇠족 1개'  '석이버섯 5g'  '계란 1개'  '청고추 2개'  '홍고추 2개'  '마늘 약간'  '생강 1작은술'  '소금 1작은술'] 조리 과정은 다음과 같습니다: ['Step 1: 쇠족은 솔로 깨끗이 문질러 씻어 물에 담가 피를 뺀 다음 끓는 물에 한소끔 끓여낸 후 다시 깨끗이 씻는다 '  'Step 2: 한번 데쳐낸 쇠족은 냄비에 물을 충분히 부어 삶는다  끓어 오르면 마늘과 생강을 넣고 위에 떠오르는 거품은 걷어 내면서 중불에서 푹 곤다 '  'Step 3: 쇠족이 저절로 뼈가 빠질만큼 물렀으면 건져 뼈를 추려낸다 '  'Step 4: 국물과 살은 다시 냄비에 넣고 소금을 넣어 약한불에서 끓인다 '  'Step 5: 계란은 황백으로 나누어 지단을 부쳐서 채썰고 석이버섯은 물에 불려 손질한 후 채썬다  고추도 곱게 채썬다 '  'Step 6: 4의 국물은 거품을 걷으면서 조려 걸쭉해지면 네모난 그릇에 담아 식힌다 '  'Step 7: 윗면이 식어서 약간 굳으면 계란지단  석이채  고추채를 고루 얹어서 랩을 덮어 냉장고에 넣어 굳힌다 '  'Step 8: 족편이 완전히 굳었으면 얄팍하게 썰어 초간장이나 초고추장을 곁들여 낸다 ']
"계란, 홍고추, 마늘, 생강으로 할수있는거 없어?",1,모든 재료가 포함된 요리: 삼색덮밥  삼색밀쌈  삼색덮밥
삼색 덮밥이 뭐야?,0,삼색 덮밥을 만들기 위해 필요한 재료입니다: ['돼지고기 등심200g'  '죽순20g'  '표고버섯3개'  '양파개'  '당근개'  '불린 목이버섯4개'  '대파대'  '마늘2개'  '전분1컵'  '식용유3큰술'  '노두유약간'  '굴소스1큰술'  '백후춧가루약간'  '설탕작은술'  '참기름1작은술'  '간장1작은술'  '청주1큰술'  '닭 육수컵'] 조리 과정은 다음과 같습니다: ['Step 1: 돼지고기 등심은 4x5cm 크기로 0 5cm 두께로 썰어 칼등으로 살짝 두들겨 준비해 주세요 '  'Step 2: 채소와 버섯은 사방 0 5cm 크기로 썰고  죽순  표고버섯  양파  당근  대파  불린 목이버섯은 먹기 좋은 크기로 썰어 준비해 주세요 '  'Step 3: 분량의 재료를 골고루 섞어서 소스를 만들어 주세요 '  'Step 4: 팬에 기름을 두르고 대파  마늘  생강을 넣고 볶아 향을 내주세요 '  'Step 5: 순서 4에 준비된 고기를 넣고 볶다가 순서 3을 넣어 볶아주세요 '  'Step 6: 순서 5에 참기름을 넣어 마무리하면 완성이예요     Tip  소스를 넣고 볶을 때 춘장이 잘 풀어지도록 약불에서 서서히 볶아주는게 좋아요']
화전갈비찜 해먹으랠,0,화전갈비찜을 만들기 위해 필요한 재료입니다: ['생갈비 400g'  '다진양파(다진것) 1큰술'  '다진파(다진것) 1큰술'  '양파 1/2개'  '대파 1개'  '오이 1/2개'  '당근 1/4개'  '엄나무 적당량'  '황기 적당량'  '양송이버섯 2개'  '새송이버섯 1개'  '느타리버섯 10g'  '표고버섯 2개'  '팽이버섯 10g'  '[양념장] 배즙 2큰술'  '무즙 2큰술'  '간장 3큰술'  '청양고추 1큰술'  '다진마늘 1큰술'  '후춧가루 적당량'] 조리 과정은 다음과 같습니다: ['Step 1: 생갈비는 물에 2시간 정도 담가 핏물을 제거한다 '  'Step 2: 갖가지 채소는 먹기 좋은 크기로 자르고 엄나무와 황기는 깨끗이 씻는다 '  'Step 3: 엄나무  황기와 생갈비를 물에 넣고 적당히 삶는다 '  'Step 4: 익힌 갈비를 한 김 내보낸 후 기름기를 적당히 걷어낸다 '  'Step 5: 달군 돌냄비에 4의 갈비를 올리고 양파  대파  오이  당근  양송이버섯  팽이버섯  기타버섯을 올린 후 소스를 부어 끓인다 '  'Step 6: 부글부글 끓으면 불을 줄이고 은근한 불에서 국물이 줄어들고 갈비 속에 양념이 배일 때까지 익힌다 ']
"생갈비 다진양파, 다진파, 양파, 대파, 오이 ",1,모든 재료가 포함된 요리: 두부버섯볶음  두부새우젓국찌개  오징어섞어찌개
오징어섞어찌개 하는 법,0,오징어섞어찌개를 만들기 위해 필요한 재료입니다: ['오징어 1마리'  '두부 1/2모'  '모시조개 5개'  '김치 30g'  '대파 15g'  '홍고추 1/2개'  '쑥갓 약간'  '청고추 1개'  '양파 1개'  '호박 1개'  '다진마늘 약간'  '생강 약간'  '간장 1큰술'  '고춧가루 1큰술'  '소금 약간'  '후춧가루 약간'  '다진파 약간'  '맛술 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 오징어는 내장을 빼고 껍질을 벗겨서 칼집을 낸다  (어슷하게  촘촘하게)'  'Step 2: 두부는 사방 3cm 크기로 도툼하게 썰고 호박은 반달 모양으로 썬다  양파는 굵게 채썬다  대파  홍고추  청고추는 어슷하게 썬다 '  'Step 3: 모시조개는 소금물에 담가 해감을 토하게 한 후 끓는 물 3컵에 소금을 약간 넣고 데쳐서 조개는 건지고 국물은 맑게 걸러낸다 '  'Step 4: 고춧가루에 다진 마늘과 다진 파  간장  소금  후춧가루  맛술을 넣고 조갯국물을 약간 부어 잘 섞어 양념을 만든다 '  'Step 5: 냄비에 김치를 넣어 볶다가 조갯국물을 부어서 끓이다가 미리 만들어둔 양념을 풀고 두부  호박을 넣고 끓인 후 모시조개  오징어  대파  홍고추  청고추를 넣고 마무리한다 ']
골뱅이 무침 ,0,골뱅이 무침을 만들기 위해 필요한 재료입니다: ['골뱅이: 1캔(400g)'  '깻잎: 5장'  '대파: 1⁄2대'  '오이: 1⁄2개'  '당근: 1⁄6개'  '양파: 1⁄4개'  '통깨: 약간'  '고춧가루: 3큰술'  '골뱅이 국물: 2큰술'  '고추장: 1큰술'  '간장: 1큰술'  '맛술: 1큰술'  '설탕: 1큰술'  '올리고당: 1큰술'  '식초: 1큰술'  '다진 마늘: 1큰술'  '참기름: 1작은술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 깻잎과 양파  대파는 곱게 채를 썰어주세요 (대파 채는 찬물에 담갔다가 물기를 빼주세요 ) 고추는 어슷하게 썰고 오이는 길게 4등분 한 후 씨를 발라내고 어슷하게 썰어주세요 (통추는 찬물에 담갔다가 물기를 빼주세요)'  'Step 2: 볼에 양념 재료를 넣고 섞어주세요 '  'Step 3: 골뱅이는 체에 밭쳐 물기를 빼고 깻잎  양파  대파  당근  오이는 넣어 가볍게 섞어주세요 '  'Step 4: 볼에 골뱅이와 오이  양파  대파  통깨를 넣어 가볍게 섞어주세요 '  'Step 5: 접시에 골뱅이 무침을 담고 깻잎채와 통깨를 뿌려주세요 ']
"골뱅이, 대파, 양파, 오이, 깻잎이 들어가는 요리",0,골뱅이을 만들기 위해 필요한 재료입니다: ['골뱅이 통조림: 1캔 (400g)'  '깻잎: 6장'  '대파: 1⁄2대'  '오이: 1⁄2개'  '당근: 1⁄6개'  '양파: 1⁄4개'  '통깨: 약간'  '고춧가루: 3큰술'  '고추장: 1큰술'  '간장: 1큰술'  '맛술: 1큰술'  '설탕: 1큰술'  '물엿: 1큰술'  '식초: 1+1⁄2큰술'  '다진 마늘: 1큰술'  '참기름: 1큰술'  '후춧가루: 약간'] 조리 과정은 다음과 같습니다: ['Step 1: 깻잎은 흐르는 물에 깨끗이 씻어 체반에 밭쳐 물기를 뺀 후 꼭지를 적당한 길이로 잘라주세요  (대파  양파  당근  양파는 잘게 다져주세요)'  'Step 2: 골뱅이는 체에 밭쳐 물기를 뺀 후 2등분 하고  깻잎도 먹기 좋은 크기로 잘라주세요 '  'Step 3: 볼에 양념 재료를 넣고 섞어주세요 '  'Step 4: 접시에 골뱅이와 오이  당근  양파  깻잎을 담고 통깨를 뿌려주세요 ']
