Type,Name,Ingredients,Steps
한식,계란말이,"['계란 4개', '다진파 1큰술', '다진마늘 1작은술', '물 1컵', '식용유 2큰술', '다시마 5cm', '소금 1작은술', '후춧가루 약간']","['Step 1: 계란을 그릇에 깨뜨려 넣고, 분량의 소금과 후추를 넣어 젓가락으로 섞는다.', 'Step 2: 물 1컵과 다시마 끓인 국물을 걸러내고 차게 식힌다. ①의 계란에 붓고 거품기로 고루 섞는다. 다진 파와 다진 마늘을 넣고 더 섞는다.', 'Step 3: 사각 팬에 기름을 두르고 달구어지면 계란물을 2/3정도 붓고 젓가락으로 저어 꾸덕꾸덕해지면 도톰하게 만든다.', 'Step 4: 다시 팬에 기름을 두르고 나머지 계란물을 부어 완전히 익기 직전에 접는다.', 'Step 5: 김발에 싸서 두었다가 완전히 식으면 도톰하게 썬다.']"
한식,고구마전,"['밀가루 4큰술', '계란 2개', '홍고추 1/2개', '소금 약간']","['Step 1: 고구마는 껍질 째 쪄서 0.5cm 두께로 모양을 살려 썬다.', 'Step 2: 고구마의 앞뒤에 밀가루, 계란물 순으로 옷을 입힌다.', 'Step 3: 홍고추는 1~2cm 길이로 가늘게 채썰어 준비한다.', 'Step 4: 프라이팬에 기름을 두르고 달궈지면 고구마를 얹어 노릇하게 지진다.', 'Step 5: 전 위에 홍고추를 올려 장식을 해서 낸다.']"
한식,고추장떡,"['밀가루 2컵', '고추장 1큰술', '된장 1큰술', '부추 50g', '풋고추 2개', '청고추 1개', '깻잎 10장', '대파 1뿌리', '식용유 2큰술', '고춧가루 2작은술']","['Step 1: 물 2컵에 밀가루, 고추장, 고춧가루, 된장을 넣고 잘 풀어 체에 거른다.', 'Step 2: 고추는 굵직하게 다지고 부추는 3cm 길이로 자른다.', 'Step 3: ①의 반죽에 ②의 채소를 넣고 고루 섞는다.', 'Step 4: 기름을 넉넉히 두른 팬에 반죽을 조금씩 떠 넣고 얇게 펴 익힌다. 말갛게 익으면 뒤집어서 숟가락으로 꾹꾹 누르면서 고루 익힌다.', 'Step 5: *사진제공: 메뉴판닷컴 패널 요리인 근땡이']"
한식,고추장떡,"['밀가루 2컵', '고추장 1큰술', '된장 1큰술', '부추 1/4단', '청고추 2개', '홍고추 1개', '고춧가루 2작은술']","['Step 1: 물 2컵에 밀가루, 고추장, 고춧가루, 된장을 넣고 반죽을 멍울 없이 잘 풀 준다.', 'Step 2: 고추는 굵게 다지고 부추는 3cm 길이로 자른다.', 'Step 3: ①의 반죽에 ②의 채소를 넣고 고루 섞는다.', 'Step 4: 기름을 넉넉히 두른 프라이팬에 반죽을 조금씩 떠 넣고 얇게 펴 익힌다. 말갛게 익으면 뒤집어서 숟가락으로 꾹꾹 누르면서 고루 익힌다.']"
한식,굴청경채부침개,"['생굴(중) 20개', '마(15cm) 1대', '청경채 1개', '배춧잎 3장', '백김치 50g', '기름(부침용) 약간', '소금 1/4작은술', '후춧가루 약간']","['Step 1: 마는 껍질을 필러로 벗긴 후 강판에 간다.', 'Step 2: 생굴은 소금물에 헹궈 씻은 후 물기를 빼고, 배춧잎과 청경채는 0.5cm 폭으로 썬다. 백김치는 물기를 꼭 짠 후 가늘게 채썬다.', 'Step 3: ①에 생굴과 배춧잎, 청경채를 넣고 섞은 후 소금과 후춧가루로 밑간을 한다.', 'Step 4: 사각 팬에 기름을 살짝 두른 후 전을 노릇하게 부친다. 완성된 전을 먹기 좋은 크기로 썰고 백김치를 올려 낸다.']"
한식,김치동그랑땡,"['김치 1/6포기', '감자 1개', '두부 1/4모', '당근 1/4개', '피망 1/2개', '계란 1개', '밀가루 5큰술', '참빛고운포도씨유 약간', '다진마늘 약간', '소금 약간', '후춧가루 약간']","['Step 1: 김치는 곱게 다진다.', 'Step 2: 감자는 삶아서 체에 내리고 두부는 물기를 짠 뒤 으깬다.', 'Step 3: 당근,피망은 다진다.', 'Step 4: 준비된 재료에 밀가루, 계란, 다진마늘, 소금, 후춧가루를 섞는다.', 'Step 5: 프라이팬에 식용유를 두르고 반죽을 한 숟가락씩 떠서 노릇하게 지진다.']"
한식,김치적,"['김치 200g', '쇠고기(우둔) 100g', '표고버섯 5장', '통도라지 100g', '밀가루 1/2컵', '계란 3개', '식용유 3큰술', '참기름 약간', '소금 약간']","['Step 1: 김치는 소를 털어내고 줄기만 길이 8cm, 너비 2cm로 썰어 참기름을 고루 묻힌다.', 'Step 2: 쇠고기는 도톰하게 포를 떠 잔칼질하여 김치보다 약간 길게 썬다.', 'Step 3: 표고버섯은 1cm 폭으로 썰고 도라지는 삶아서 반으로 갈라 참기름과 소금으로 무친다.', 'Step 4: 준비된 재료를 꼬치에 꽂아 밀가루를 묻힌 후 계란물을 묻혀 기름에 지진다.']"
한식,김치콩비지전,"['콩비지 1컵', '밀가루 1컵', '베이컨 2장', '대파 1뿌리', '김치 1/6포기', '홍고추 1/2개', '청고추 1/2개', '다진마늘 1작은술', '계란노른자 1개', '식용유 약간', '물 1/2컵', '소금 1/2작은술']","['Step 1: 김치는 굵게 다지고 대파와 고추는 어슷썬다.', 'Step 2: 베이컨은 1cm 두께로 썬다.', 'Step 3: 볼에 밀가루, 콩비지, 김치, 대파, 청고추, 홍고추, 베이컨, 계란노른자, 다진 마늘, 물, 소금을 넣어 잘 혼합한다.', 'Step 4: 프라이팬에 기름을 두르고 달궈지면 반죽을 넣어 중불에서 노릇하게 지진다.', 'Step 5: 뒤집어 양면이 다 익으면 먹기 좋게 썰어 낸다.']"
한식,녹두전,"['녹두 3컵', '멥쌀 2큰술', '돼지고기 150g', '배추김치 1/4포기', '숙주 150g', '고사리 150g', '대파 2뿌리', '실고추 약간', '식용유 3큰술', '소금 약간', '후춧가루 약간', '참기름 약간']","['Step 1: 녹두는 충분히 불려 껍질을 벗기고 쌀도 물에 불려서 믹서에 넣고 물 2컵을 부어 곱게 간다.', 'Step 2: 돼지고기는 잘게 썰어서 고기양념하고 김치는 송송썬다', 'Step 3: 숙주는 살짝 데치고 고사리는 삶아서 짧게 썬다.', 'Step 4: 녹두 간 것에 김치, 고기, 숙주, 고사리를 넣고 소금과 후춧가루로 간하여 반죽한다.', 'Step 5: 기름 두른 팬에 반죽을 한 국자씩 떠넣고 파와 실고추를 얹어 앞뒤로 노릇하게 지진다.']"
한식,누룽적,"['느타리버섯 30g', '쇠고기(우둔) 50g', '도라지 50g', '실파 10뿌리', '밀가루 1컵', '물 약간', '소금 1/3작은술', '계란 3개', '꼬치 약간', '다진마늘 1작은술', '간장 1/2작은술', '청주 약간', '설탕 약간', '참기름 약간']","['Step 1: 밀가루에 소금, 계란, 물을 넣어 멍울지지 않고 되직하게 반죽을 만든다.', 'Step 2: 느타리버섯과 도라지는 끓는 물에 살짝 데쳐 소금, 참기름, 다진마늘로 조물조물 무쳐준다.', 'Step 3: 실파는 도라지와 비슷한 크기로 자르고, 쇠고기는 간장양념을 해준다.', 'Step 4: 재료에 양념이 배었으면, 꼬치에 준비된 재료를 차례대로 꽂는다.', 'Step 5: ④에 밀가루를 가볍게 묻혀 털어내 주고 반죽을 입힌다.', 'Step 6: 프라이팬을 달궈 기름을 두르고 키친타올로 한번 닦아낸 후 누룽적을 지진다.', 'Step 7: 반죽이 어느 정도 익어가면 윗면을 반죽으로 덮고 뒤집어 노릇하게 익혀 낸다.']"
한식,달래굴파전,"['달래 100g', '굴 80g', '밀가루 1컵', '청고추 1/2개', '홍고추 1/2개', '계란 1개', '물 2/3컵', '실파 약간', '간장 1큰술', '식초 1작은술', '다진마늘 약간', '깨소금 약간']","['Step 1: 달래는 깨끗이 손질하여 3cm 길이로 썰어둔다.', 'Step 2: 굴은 껍질을 제거하고 소금물에 살살 비벼 씻은 후 깨끗한 물에 헹구어 물기를 제거한다.', 'Step 3: 청, 홍고추는 얇고 둥글게 썰어 물에 씻어 씨를 털어낸다.', 'Step 4: 큰 볼에 밀가루 1컵, 계란 1개, 물 2/3컵을 넣어 밀가루가 응어리지지 않게 잘 섞는다.', 'Step 5: ④번 반죽에 손질한 달래, 굴, 고추, 실파 등을 넣어 잘 섞은 후 소금으로 간을 심심하게 맞춘다.', 'Step 6: 팬에 기름을 넉넉히 두르고 ⑤의 재료를 한숟가락씩 펴서 평평하게 지져낸다.', 'Step 7: 지져낸 달래전과 초장을 곁들여 낸다.']"
한식,달래지짐,"['달래 100g', '미나리 50g', '밀가루 1/2컵', '녹말 1/2컵', '물 1컵', '홍고추 1개', '식용유 약간', '계란 1개', '소금 약간']","['Step 1: 달래, 미나리는 길이 3cm 정도로 썬다.', 'Step 2: 홍고추등은 얇게 썰어서 씨를 털어낸다.', 'Step 3: 큰 볼에 밀가루, 녹말가루, 계란, 물을 넣고 멍울 지지 않게 거품기로 잘 푼 다음 소금으로 간을 한다.', 'Step 4: 달래, 미나리, 홍고추를 ③의 재료에 섞어 놓는다.', 'Step 5: 팬에 기름을 넉넉히 두르고 ④의 재료를 적당한 크기로 떠서 앞 뒤로 뒤집어가며 노릇하게 지져낸다.', 'Step 6: 달래지짐이 완성이 되면 먹기좋은 크기로 썰어서 접시에 낸다.']"
한식,닭산적,"['닭(안심) 300g', '두부 70g', '청고추 1개', '홍고추 1개', '간장 1/4작은술', '소금 1/2작은술', '마늘 1/2작은술', '후춧가루 약간', '간장 4큰술', '설탕 2큰술', '청주 1큰술', '물엿 1/2큰술', '마늘 2쪽', '마른고추 1개']","['Step 1: 닭안심은 곱게 갈아둔다.', 'Step 2: 두부는 으깨어 물기를 없앤다.', 'Step 3: 청고추, 홍고추는 반을 갈라 씨를 빼고, 곱게 다진다.', 'Step 4: 분량의 부재료와 닭안심, 두부, 고추를 잘 섞은뒤 지름 7cm, 두께 1.5cm 크기로 빚는다.', 'Step 5: 소스를 만든다. 마늘은 편으로 썰고, 마른고추는 1cm 크기로 잘라 씨를 뺀다. 냄비에 간장, 설탕, 청주, 물엿, 마늘, 마른고추를 넣어 반으로 졸인다', 'Step 6: ④에 소스를 발라가면서 예열된 그릴에서 5분 굽고, 뒤집어서 3분 굽는다.']"
한식,대구전,"['대구(냉동) 400g', '밀가루 1/2컵', '계란 2개', '올리브오일 적당량', '소금 약간', '후춧가루 약간']","['Step 1: 얇게 포 뜬 냉동대구는 해동하여 물기를 제거하고 소금과 후춧가루를 적당히 뿌려 밑간을 한다.', 'Step 2: 계란은 소금을 약간만 넣어 잘 풀어준다.', 'Step 3: 밑간 해 둔 대구의 앞 뒤에 밀가루를 고루 입히고, 계란물을 입힌다.', 'Step 4: 프라이팬에 베르톨리 엑스트라 라이트 올리브오일을 넉넉히 두르고 ③의 대구를 넣어 노릇하게 지진다.']"
한식,대구전,"['대구살 200g', '계란 1개', '밀가루 2큰술', '쑥갓 약간', '식용유 약간', '소금 약간', '후춧가루 약간']","['Step 1: 대구살을 전으로 부치기 쉽도록 포를 뜬다.', 'Step 2: 생선의 물기를 제거한 후 소금, 후춧가루로 밑간을 한다.', 'Step 3: 쑥갓은 어린잎으로 준비하여 물에 담가둔다.', 'Step 4: 계란을 잘 풀어 소금으로 약하게 간을 한다.', 'Step 5: 적당하게 포를 뜬 대구살에 밀가루, 계란 순으로 옷을 입힌 후 프라이팬에 노릇하게 지져 낸다.']"
한식,대파산적,"['대파 3대', '고기(산적용) 200g', '기름(부침용) 약간', '소금 약간', '후춧가루 약간']","['Step 1: 대파는 깨끗이 손질한 뒤 5~7cm 길이로 썬다.', 'Step 2: 산적용 고기는 칼등으로 두드려 근육을 끊은 뒤 소금·후춧가루로 밑간하고 대파와 같은 크기로 썬다.', 'Step 3: 대파와 고기를 꼬치에 보기 좋게 꽂은 뒤 달궈진 팬에 기름을 둘러 앞, 뒤로 노릇하게 지진다.', 'Step 4: 취향에 따라 먹을 수 있게 양념장을 곁들인다.']"
한식,동그랑땡,"['두부 1/4모', '쇠고기(등심', '사태) 100g', '부침가루 2큰술', '파 1/4뿌리', '당근 1/2개', '양파 1/2개', '계란 1개', '계란노른자 1개', '다진마늘 1작은술', '후춧가루 1/5작은술', '참기름 1/3작은술', '정종 1작은술', '소금 1/4작은술', '깨소금 1/4작은술']","['Step 1: 두부는 물기를 제거하여 으깨고, 쇠고기는 곱게 다진다.', 'Step 2: 파, 당근, 양파는 곱게 다진다.', 'Step 3: 볼에 준비한 ①, ②를 넣고 소금, 후춧가루, 참기름, 깨소금, 정종, 다진 마늘, 계란노른자, 부침가루를 넣고 잘 치댄다.', 'Step 4: 반죽을 4cm x 0.5cm 원형으로 빚어 8개 분량이 되도록 준비한다.', 'Step 5: 밀가루, 계란물 순으로 입혀 앞뒤로 노릇하게 지진다.']"
한식,돼지고기채소전,"['돼지고기 100g', '계란 1개', '당근 20g', '표고버섯 2장', '실파 3뿌리', '밀가루 약간', '양파 1개', '생강 1톨', '다진마늘(다진것) 1큰술', '깨소금 1작은술', '소금 약간', '후춧가루 약간', '참기름 약간', '초간장 약간']","['Step 1: 당근, 표고버섯, 실파는 잘 손질하여 잘게 썰고 양파와 생강은 강판에 갈아 즙을 만든다.', 'Step 2: 갈은 돼지고기에 다진 채소와 양파즙, 생강즙을 넣고 계란을 깨뜨려 넣은 다음 다진 마늘, 소금, 후춧가루, 깨소금, 참기름을 섞어 잘 반죽한다. 반죽하다 질면 밀가루를 조금 넣어준다.', 'Step 3: 중불에서 미리 달군 팬에 기름을 넉넉히 두르고 반죽을 한 스푼씩 떠 넣어 동글납작하게 모양을 만든다.', 'Step 4: 한쪽 면이 충분히 익으면 뒤집어서 앞뒤로 노릇노릇하게 지져 초간장과 함께 낸다.']"
한식,두부완자전,"['두부 1/4모', '쇠고기(등심) 100g', '다진마늘 1작은술', '계란노른자 1개', '당근 1/2개', '양파 1/2개', '파 1/4뿌리', '부침가루 2큰술', '참기름 1/3작은술', '소금 1/4작은술', '후추 1/5작은술', '깨소금 1/4작은술', '청주 1작은술']","['Step 1: 두부는 물기를 제거하여 으깨고, 쇠고기는 곱게 다진다.', 'Step 2: 파, 당근, 양파는 곱게 다진다.', 'Step 3: 볼에 준비한 ①, ②를 넣고 소금, 후춧가루, 참기름, 깨소금, 청주, 다진 마늘, 계란노른자, 부침가루를 넣고 잘 치댄다.', 'Step 4: 기름 두른 프라이팬에 ③을 직경 4cm, 두께 0.5cm 원형으로 빚어 노릇하게 지진다.']"
한식,두부전,"['두부 1/2모', '계란 1과1/2개', '실파 2뿌리', '카놀라유 약간', '소금 약간']","['Step 1: 두부는 이등분 해서 1cm 두께로 썰고 앞뒤로 소금을 조금씩 뿌려둔다.', 'Step 2: 실파는 깨끗이 씻어 송송 썰어 준비한다.', 'Step 3: 두부를 밀가루, 계란물 순으로 옷을 입혀준다.', 'Step 4: 프라이팬이 달궈지면 식용유를 두르고 ③의 두부를 올리고 두부 중앙에 실파를 올려 앞뒤로 노릇하게 지진다.']"
한식,두부파프리카전,"['두부 반모', '파프리카 2개', '포도씨유 약간', '칵테일새우 30g', '간장 약간', '식초 약간', '소금 약간', '후춧가루 약간']","['Step 1: 두부는 곱게 다져 면보로 물기를 짜준다.', 'Step 2: 새우살은 곱게 다진다.', 'Step 3: 파프리카는 1cm 두께의 링으로 썰어 안쪽의 하얀 심을 제거해준다.', 'Step 4: 파프리카 안쪽에 밀가루를 가볍게 묻힌 후 털어준다.', 'Step 5: ①과 ②를 섞어 소금, 후춧가루로 간하여 잘 치대준다.', 'Step 6: ③의 파프리카에 소가 빠지지 않도록 잘 채워준다.', 'Step 7: 밀가루를 묻힌 후 계란물을 입힌다.', 'Step 8: 포도씨유를 달궈진 프라이팬에 넉넉히 둘러 전을 앞뒤로 노릇하게 지져낸다.', 'Step 9: 간장과 식초를 3 :1의 비율로 섞어 양념장을 곁들여낸다.']"
한식,모듬전,"['감자 1개', '양파 1개', '밀가루 1/3컵', '깻잎 6장', '부추 약간', '물 약간', '식용유 약간', '쇠고기 40g', '두부 20g', '표고버섯 1/4개', '계란 1개', '소금 약간', '간장 2큰술', '설탕 1큰술', '다진파 1큰술', '다진마늘 1작은술', '참기름 약간']","['Step 1: (감자전) 감자는 깨끗하게 씻고 껍질을 벗겨 1/2은 곱게 채썰고, 1/2은 강판에 곱게 갈아 냉수에 15분정도 담가둔다.', 'Step 2: 전분을 빼낸 ①을 고운 거즈에 싸서 꼭 짠 뒤 밀가루와 소금을 넣고 섞는다. 반죽이 되면 물을 조금씩 섞어주고 1cm 길이로 썬 부추도 같이 넣어 섞어준다.', 'Step 3: 반죽에 소금과 참기름을 조금 넣어 간을 맞춘뒤 팬에 식용유를 조금 두르고 한 숟가락씩 떠서 5cm 정도의 크기로 둥글게 만든다. 불을 약하게 하여 노릇하게 지져낸다.', 'Step 4: (양파전) 양파는 껍질을 말끔히 벗긴 뒤 0.5cm 두께로 둥글게 썰고 쇠고기는 곱게 다져서 소금, 참기름, 후춧가루로 밑간한다.', 'Step 5: 양파의 중심부를 떼어내 링 모양으로 만든 뒤 링의 안쪽에 밀가루를 살짝 바르고 양념한 쇠고기를 양파 가운데의 빈 곳에 채워 넣는다. 위로 올라오게 채우면 익으면서 더 많이 올라오게 되므로 약간 납작한 듯이 채우도록 한다.', 'Step 6: 전체적으로 밀가루를 묻힌 뒤 털어내고 계란물에 담갔다가 건져내어 팬에 식용유를 두르고 지진다.', 'Step 7: (깻잎전) 깻잎은 작은 것으로 선택하여 깨끗하게 씻고 마른 헹주로 줄기를 닦아놓고 두부는 으깨어 행주로 싸서 물기를 꼭 짠다.', 'Step 8: 표고버섯, 양파는 잘게 다져서 물기를 꼭 짜고 볼에 두부와 다진 쇠고기, 표고버섯, 양파를 넣고 밑간을 한뒤 끈기있게 반죽한다.', 'Step 9: 깻잎의 앞면에 밀가루를 묻혀서 한 번 털어내고 준비한 소를 얇게 펴 바른뒤, 다른 깻잎의 앞쪽에 밀가루를 묻혀서 털어내어 반죽의 위에 맞덮는다.', 'Step 10: 소를 바른 깻잎 전체에 밀가루를 묻혀 털어 낸 뒤 계란물에 담갔다가 건져내어 전을 지진다.']"
한식,부추부침개,"['밀가루 1컵', '찹쌀가루 4큰술', '부추 200g', '청고추 10개', '오징어 1마리', '계란 2개', '물 1컵', '식용유 적당량']","['Step 1: 부추는 깨끗이 다듬은 후 잘 씻어 3~4cm 길이로 썰어둔다.', 'Step 2: 청고추는 반을 갈라 씨를 뺀 후 어슷하게 썰어 둔다.', 'Step 3: 오징어는 내장을 빼고 껍질을 벗겨낸 후 4cm 길이로 썬다.', 'Step 4: 오목한 볼에 밀가루, 찹쌀가루, 계란, 물을 넣어 반죽해 둔다.', 'Step 5: 준비한 밀가루 반죽에 부추, 청고추, 오징어를 섞는다.', 'Step 6: 기름 두른 팬에 반죽을 한 국자씩 떠 넣고 노릇하게 지진다.', 'Step 7: 부침개를 한 입 크기 정도로 썰어 내고 초간장을 곁들인다.']"
한식,부추전,"['부추 1단', '청고추 2개', '홍고추 2개', '밀가루 3컵', '계란 1개', '소금 약간']","['Step 1: 부추는 싱싱한 것으로 골라 흐르는 물에 씻어 4cm 길이로 자른다.', 'Step 2: 고추는 송송 썰어 씨를 털어낸다.', 'Step 3: 그릇에 밀가루를 담고 소금으로 간을 한 뒤 계란과 물을 부어 멍울이 없도록 잘 풀어주고, 썰어 놓은 부추를 넣어 반죽을 한다.', 'Step 4: 달군 프라이팬에 기름을 두르고 ③의 반죽을 한 국자씩 얹고 위에 청고추와 홍고추를 얹어 지진다.', 'Step 5: 한 면이 노릇하게 익으면 뒤집어 마저 익힌 다음 먹기 좋은 크기로 썰어 낸다.']"
한식,빈대떡,"['녹두 2컵', '돼지고기(안심) 100g', '숙주 100g', '느타리버섯 200g', '석이버섯 4장', '물 1과1/3컵', '소금 1작은술', '대파 1/4뿌리', '실고추 약간', '포도씨유 약간', '간장 2작은술', '다진파 1큰술', '다진마늘 1/2큰술', '참기름 1작은술', '깨소금 1작은술', '후춧가루 약간']","['Step 1: 녹두는 따뜻한 물에 충분히 불린 후 손으로 비벼 껍질을 벗기고 물기를 뺀 뒤 믹서에 물을 넣고 곱게 간다.', 'Step 2: 돼지고기는 다진다. 분량의 양념 재료를 섞어 양념을 만든 후 돼지고기를 넣어 양념한다.', 'Step 3: 느타리버섯은 끓는 물에 데쳐 물기를 짜서 손으로 찢어 두고, 석이버섯은 따뜻한 물에 불려 비벼 씻은 다음 곱게 채썬다. 대파는 어슷하게 썰어 낸다.', 'Step 4: 갈아놓은 녹두를 소금, 후춧가루로 간을 해서 프라이팬에 식용유를 넉넉히 두르고 한 숟가락씩 얹어 지진다.', 'Step 5: 느타리버섯을 전 가운데에 얹고 녹두반죽을 조금만 떠서 버섯 둘레에 얹고 돼지고기, 숙주, 석이버섯, 다진 파, 실고추를 전 위에 올린다.', 'Step 6: 전의 앞뒤를 노릇하게 지져낸다. 그릇에 담고 초간장을 곁들인다.']"
한식,산적,"['쇠고기 50g', '느타리버섯 30g', '실파 10뿌리', '도라지 50g', '다진마늘 약간', '다진파 1/2작은술', '간장 1작은술', '설탕 1/2작은술', '참기름 약간', '소금 약간', '꼬치 4개']","['Step 1: 느타리버섯과 도라지는 끓는 물에 살짝 데쳐 소금, 참기름, 다진 마늘로 조물조물 무쳐준다.', 'Step 2: 실파는 도라지와 비슷한 크기로 자르고, 쇠고기는 분량의 부재료를 섞은 양념에 재워둔다.', 'Step 3: 꼬치에 준비한 재료를 끼워 밀가루를 가볍게 묻혀 털어낸다.', 'Step 4: 프라이팬을 달궈 기름을 두르고 키친타올로 한번 닦아낸 후 꼬치를 얹어 앞뒤로 지진다.']"
한식,삼겹살깻잎전,"['돼지고기(삼겹살) 200g', '깻잎 9장', '밀가루 2큰술', '계란 1개', '식용유 약간', '소금 1/4작은술', '생강즙 2작은술', '후춧가루 약간']","['Step 1: 삼겹살에 소금, 후춧가루, 생강즙을 뿌린 뒤 무명실로 단단하게 감는다.', 'Step 2: 김오른 찜통에 ①을 넣고 40분 동안 쪄낸다.', 'Step 3: ②가 식으면 0.6㎝두께로 썬다.', 'Step 4: 깻잎은 줄기를 제거하고 길이로 반 가른다.', 'Step 5: 깻잎의 앞, 뒤쪽에 각각 밀가루를 묻힌 뒤 안쪽에 삼겹살 썬 것을 넣고 감싼다.', 'Step 6: ⑤에 계란을 입혀서 식용유를 두른 프라이팬에서 노릇하게 지진다.']"
한식,삼색전,"['호박 1개', '대구살 200g', '굴 200g', '밀가루 약간', '계란 약간', '식용유 약간', '소금 약간', '흰후춧가루 약간', '초간장 약간']","['Step 1: 호박은 둥글게 썰어 소금과 흰 후춧가루를 뿌린다.', 'Step 2: 대구살은 포를 뜬 뒤 소금과 흰 후춧가루를 뿌린다.', 'Step 3: 굴은 소금물에 씻어 건져 소금과 후춧가루를 뿌린다.', 'Step 4: 호박, 대구살, 굴에 밀가루를 고루 입힌 뒤 풀어놓은 계란을 입힌다.', 'Step 5: 식용유를 두른 팬에 양면을 지진다.', 'Step 6: 초간장을 만들어 곁들인다.']"
한식,"삼색전(고등어,갈치,새우)","['고등어 1/4마리', '갈치 1/2마리', '새우 3마리', '밀가루 80g', '계란 2개', '파슬리 약간', '소금 약간', '후춧가루 약간', '레몬즙 약간']","['Step 1: 고등어의 살을 져며 소금, 후춧가루, 레몬즙으로 재워둔 후 밀가루와 계란을 입혀 전으로 지진다.', 'Step 2: 갈치는 살을 발라 다지고, 파슬리도 다져서 물기를 제거하여 혼합하고, 밀가루, 계란, 소금, 후추를 넣고 동그랗게 만들어 전한다.', 'Step 3: 새우는 머리를 제거하고 내장을 빼고 포뜬 후, 칼집을 넣고 소금, 후춧가루로 간을 한 후, 밀가루, 계란으로 옷을 입혀 전한다.']"
한식,상치적,"['달래 2단', '상추 1/2근', '쇠고기 100g', '밀가루 2컵', '홍고추 2개', '계란 1개', '식용유 조금', '고추장 1큰술', '소금 조금']","['Step 1: 상추는 싱싱한 것으로 골라 흐르는 물에 씻는다.', 'Step 2: 달래는 깨끗이 다듬어 씻어 칼등으로 두들긴다.', 'Step 3: 다진 쇠고기에 간장, 설탕, 다진 파, 마늘, 깨소금, 참기름, 후춧가루를 넣어 갖은 양념을 한 다음 달구어진 팬에 적당히 볶다가 식혀둔다.', 'Step 4: 홍고추는 반으로 갈라 씨를 빼내고 3cm 정도의 길이로 채썬다.', 'Step 5: 밀가루에 계란, 고추장, 물을 섞어 걸쭉한 반죽을 만들어 둔다.', 'Step 6: 달구어진 팬에 상추를 여러개 씩 반죽에 담갔다가 건진다. 상추를 두툼하게 팬에 얹은 다음 볶은 고기, 채썬 고기, 달래 순서대로 얹고 반죽을 조금만 얹어 앞 뒤로 노릇노릇하게 지진다.']"
한식,새우전,"['새우 15마리', '밀가루 2/3컵', '계란 2개', '소금 약간', '후춧가루 약간']","['Step 1: 새우는 머리를 떼어내고 꼬리에서 첫번째 마디의 껍질만 남겨둔 채 모두 벗겨낸다.', 'Step 2: 납작하게 지져낼수 있도록 등쪽에 칼집을 넣어 펼쳐놓는다.', 'Step 3: 손질한 새우에 소금, 후춧가루를 뿌려 밑간해 둔다.', 'Step 4: 밑간한 새우에 밀가루, 계란을 순서대로 묻힌다.', 'Step 5: 프라이팬이 달구어 지면 약한 불에서 새우를 타지 않게 지져낸다.']"
한식,색전병,"['밀가루 2와1/2컵', '시금치 1/2단', '비트 1/4개', '치자 2개', '미나리 1/3단', '쇠고기(우둔) 200g', '표고버섯 6장', '계란 2개', '잣 약간', '식용유 약간', '소금 약간', '간장 2와1/2큰술', '다진파 1큰술', '다진마늘 1/2큰술', '설탕 2작은술', '참기름 2작은술']","['Step 1: 믹서에 물과 시금치를 넣고 갈아서 체에 걸러 즙을 낸다. 비트는 강판에 갈아 즙을 짜고 치자는 물에 담가 색을 우린다.', 'Step 2: 밀가루를 1/2컵씩 준비하여 각각의 즙과 물, 소금을 넣어 4가지 색의 반죽을 만들어 식용유를 약간 두른 프라이팬에 지름 8cm 정도의 밀전병을 얇게 부쳐낸다.', 'Step 3: 미나리는 끓는 물에 데치고, 쇠고기와 표고버섯은 곱게 채썰어 분량의 양념 재료로 양념하여 각각 볶는다.', 'Step 4: 호박은 껍질만 돌려깎아 곱게 채 썬 다음 소금에 절였다가 물기를 짜고 프라이팬에 볶는다.', 'Step 5: 계란은 흰자와 노른자로 나눠 지단을 부쳐 곱게 채썬다.', 'Step 6: 쇠고기, 표고버섯, 호박, 지단채를 섞어 색전병에 조금씩 놓고 둥글게 만 다음 가운데를 끓는 물에 데친 미나리로 묶어 잣소스와 같이 낸다.']"
한식,생선감자채구이,"['동태 1마리', '감자 1개', '밀가루 1큰술', '기름 약간', '소금 약간', '흰후추 약간']","['Step 1: 동태는 전감으로 준비하여 물기를 깨끗한 거즈로 제거한다.', 'Step 2: 동태에 밀가루를 약간 뿌려준다.', 'Step 3: 감자는 최대한 얇게 채썰어 물에 담가 놓는다.', 'Step 4: 밀가루 뿌린 동태에 채썬 감자를 무친다.', 'Step 5: 프라이팬에 기름을 넉넉히 두르고 ④를 지져낸다. 약한 불에서 감자 채가 타지 않게 지져낸다.', 'Step 6: 감자채가 노릇하게 될 때까지 지진다.']"
한식,생선전,"['대구살 200g', '계란 1개', '쑥갓 약간', '밀가루 약간', '식용유 적당량', '소금 약간', '후춧가루 약간']","['Step 1: 대구살을 전으로 부치기 쉽도록 포를 뜬다.', 'Step 2: ①의 생선의 물기를 제거한 후 소금, 후춧가루로 밑간 한다.', 'Step 3: 쑥갓은 어린잎으로 준비하여 물에 담가둔다.', 'Step 4: 달걀을 흰자, 노른자 잘 섞어 소금으로 약하게 간을 한다.', 'Step 5: 적당하게 포를 뜬 대구살에 밀가루-계란 순으로 옷을 입힌 후 후라이팬에 노릇하게 지져낸다.']"
